layer,neuron,query,drop_mean,drop_zero,label
21,421,who won an oscar for schindler's list,0,1,entertainment
21,507,who won an oscar for schindler's list,0,1,entertainment
21,516,who won an oscar for schindler's list,1,1,entertainment
21,529,who won an oscar for schindler's list,1,1,entertainment
21,532,who won an oscar for schindler's list,0,1,entertainment
21,533,who won an oscar for schindler's list,1,1,entertainment
21,550,who won an oscar for schindler's list,1,1,entertainment
21,564,who won an oscar for schindler's list,1,1,entertainment
21,565,who won an oscar for schindler's list,1,1,entertainment
21,571,who won an oscar for schindler's list,1,1,entertainment
21,582,who won an oscar for schindler's list,1,1,entertainment
21,589,who won an oscar for schindler's list,0,1,entertainment
21,621,who won an oscar for schindler's list,1,1,entertainment
21,651,who won an oscar for schindler's list,0,1,entertainment
21,664,who won an oscar for schindler's list,1,0,entertainment
21,667,who won an oscar for schindler's list,1,1,entertainment
21,705,who won an oscar for schindler's list,1,1,entertainment
21,713,who won an oscar for schindler's list,1,1,entertainment
21,717,who won an oscar for schindler's list,1,1,entertainment
21,755,who won an oscar for schindler's list,1,0,entertainment
21,769,who won an oscar for schindler's list,1,1,entertainment
21,771,who won an oscar for schindler's list,0,1,entertainment
21,777,who won an oscar for schindler's list,0,1,entertainment
21,778,who won an oscar for schindler's list,0,1,entertainment
21,821,who won an oscar for schindler's list,1,1,entertainment
21,826,who won an oscar for schindler's list,1,1,entertainment
21,863,who won an oscar for schindler's list,1,1,entertainment
21,1001,who won an oscar for schindler's list,1,1,entertainment
21,235,the bay and the islands of colonia del sacramento,1,0,environment
21,375,the bay and the islands of colonia del sacramento,1,1,environment
21,581,the bay and the islands of colonia del sacramento,0,1,environment
21,612,the bay and the islands of colonia del sacramento,1,1,environment
21,639,the bay and the islands of colonia del sacramento,1,1,environment
21,644,the bay and the islands of colonia del sacramento,1,1,environment
21,658,the bay and the islands of colonia del sacramento,0,1,environment
21,677,the bay and the islands of colonia del sacramento,1,1,environment
21,751,the bay and the islands of colonia del sacramento,0,1,environment
21,754,the bay and the islands of colonia del sacramento,1,1,environment
21,792,the bay and the islands of colonia del sacramento,1,0,environment
21,797,the bay and the islands of colonia del sacramento,1,1,environment
21,940,the bay and the islands of colonia del sacramento,1,1,environment
21,771,diego rivera dream of a sunday afternoon in the alameda central,1,0,lifestyle
21,912,diego rivera dream of a sunday afternoon in the alameda central,0,1,lifestyle
21,809,what type of dog was laika the spacedog,0,1,entertainment
21,658,what factors helped the european economy to expand in the high middle ages,0,1,science
21,827,what factors helped the european economy to expand in the high middle ages,1,0,science
21,905,what factors helped the european economy to expand in the high middle ages,1,1,science
21,1,uncle kracker it's good to be me,0,1,entertainment
21,2,uncle kracker it's good to be me,1,1,entertainment
21,13,uncle kracker it's good to be me,1,1,entertainment
21,16,uncle kracker it's good to be me,1,0,entertainment
21,20,uncle kracker it's good to be me,1,0,entertainment
21,23,uncle kracker it's good to be me,1,1,entertainment
21,26,uncle kracker it's good to be me,1,1,entertainment
21,27,uncle kracker it's good to be me,1,1,entertainment
21,33,uncle kracker it's good to be me,1,1,entertainment
21,49,uncle kracker it's good to be me,1,1,entertainment
21,60,uncle kracker it's good to be me,1,1,entertainment
21,61,uncle kracker it's good to be me,1,1,entertainment
21,67,uncle kracker it's good to be me,0,1,entertainment
21,73,uncle kracker it's good to be me,1,1,entertainment
21,74,uncle kracker it's good to be me,1,0,entertainment
21,79,uncle kracker it's good to be me,1,1,entertainment
21,82,uncle kracker it's good to be me,0,1,entertainment
21,87,uncle kracker it's good to be me,1,1,entertainment
21,88,uncle kracker it's good to be me,1,1,entertainment
21,90,uncle kracker it's good to be me,0,1,entertainment
21,101,uncle kracker it's good to be me,1,0,entertainment
21,105,uncle kracker it's good to be me,0,1,entertainment
21,106,uncle kracker it's good to be me,1,1,entertainment
21,110,uncle kracker it's good to be me,1,1,entertainment
21,115,uncle kracker it's good to be me,0,1,entertainment
21,116,uncle kracker it's good to be me,1,0,entertainment
21,120,uncle kracker it's good to be me,1,1,entertainment
21,124,uncle kracker it's good to be me,1,1,entertainment
21,125,uncle kracker it's good to be me,1,1,entertainment
21,129,uncle kracker it's good to be me,1,1,entertainment
21,141,uncle kracker it's good to be me,1,1,entertainment
21,142,uncle kracker it's good to be me,1,0,entertainment
21,146,uncle kracker it's good to be me,1,1,entertainment
21,147,uncle kracker it's good to be me,1,0,entertainment
21,151,uncle kracker it's good to be me,1,1,entertainment
21,156,uncle kracker it's good to be me,0,1,entertainment
21,162,uncle kracker it's good to be me,1,1,entertainment
21,163,uncle kracker it's good to be me,0,1,entertainment
21,164,uncle kracker it's good to be me,1,1,entertainment
21,170,uncle kracker it's good to be me,0,1,entertainment
21,173,uncle kracker it's good to be me,1,1,entertainment
21,175,uncle kracker it's good to be me,1,1,entertainment
21,182,uncle kracker it's good to be me,1,1,entertainment
21,184,uncle kracker it's good to be me,1,1,entertainment
21,185,uncle kracker it's good to be me,1,1,entertainment
21,187,uncle kracker it's good to be me,1,1,entertainment
21,188,uncle kracker it's good to be me,0,1,entertainment
21,194,uncle kracker it's good to be me,1,1,entertainment
21,201,uncle kracker it's good to be me,0,1,entertainment
21,206,uncle kracker it's good to be me,1,1,entertainment
21,218,uncle kracker it's good to be me,1,1,entertainment
21,219,uncle kracker it's good to be me,1,1,entertainment
21,225,uncle kracker it's good to be me,0,1,entertainment
21,226,uncle kracker it's good to be me,1,1,entertainment
21,227,uncle kracker it's good to be me,0,1,entertainment
21,230,uncle kracker it's good to be me,1,1,entertainment
21,231,uncle kracker it's good to be me,1,0,entertainment
21,236,uncle kracker it's good to be me,1,0,entertainment
21,239,uncle kracker it's good to be me,1,1,entertainment
21,240,uncle kracker it's good to be me,1,0,entertainment
21,254,uncle kracker it's good to be me,1,1,entertainment
21,257,uncle kracker it's good to be me,0,1,entertainment
21,258,uncle kracker it's good to be me,1,1,entertainment
21,266,uncle kracker it's good to be me,1,1,entertainment
21,270,uncle kracker it's good to be me,1,1,entertainment
21,273,uncle kracker it's good to be me,1,1,entertainment
21,290,uncle kracker it's good to be me,0,1,entertainment
21,293,uncle kracker it's good to be me,0,1,entertainment
21,300,uncle kracker it's good to be me,0,1,entertainment
21,304,uncle kracker it's good to be me,1,1,entertainment
21,314,uncle kracker it's good to be me,1,1,entertainment
21,316,uncle kracker it's good to be me,0,1,entertainment
21,333,uncle kracker it's good to be me,1,1,entertainment
21,337,uncle kracker it's good to be me,0,1,entertainment
21,338,uncle kracker it's good to be me,1,1,entertainment
21,341,uncle kracker it's good to be me,1,1,entertainment
21,343,uncle kracker it's good to be me,1,0,entertainment
21,344,uncle kracker it's good to be me,1,0,entertainment
21,349,uncle kracker it's good to be me,1,0,entertainment
21,355,uncle kracker it's good to be me,0,1,entertainment
21,369,uncle kracker it's good to be me,0,1,entertainment
21,370,uncle kracker it's good to be me,1,1,entertainment
21,373,uncle kracker it's good to be me,1,0,entertainment
21,378,uncle kracker it's good to be me,1,1,entertainment
21,380,uncle kracker it's good to be me,1,1,entertainment
21,385,uncle kracker it's good to be me,1,1,entertainment
21,388,uncle kracker it's good to be me,0,1,entertainment
21,398,uncle kracker it's good to be me,1,1,entertainment
21,401,uncle kracker it's good to be me,1,1,entertainment
21,405,uncle kracker it's good to be me,1,1,entertainment
21,406,uncle kracker it's good to be me,1,1,entertainment
21,411,uncle kracker it's good to be me,1,1,entertainment
21,421,uncle kracker it's good to be me,1,1,entertainment
21,423,uncle kracker it's good to be me,0,1,entertainment
21,424,uncle kracker it's good to be me,0,1,entertainment
21,431,uncle kracker it's good to be me,1,0,entertainment
21,433,uncle kracker it's good to be me,1,0,entertainment
21,436,uncle kracker it's good to be me,1,1,entertainment
21,441,uncle kracker it's good to be me,1,0,entertainment
21,445,uncle kracker it's good to be me,1,1,entertainment
21,446,uncle kracker it's good to be me,1,0,entertainment
21,447,uncle kracker it's good to be me,1,1,entertainment
21,456,uncle kracker it's good to be me,0,1,entertainment
21,458,uncle kracker it's good to be me,1,1,entertainment
21,460,uncle kracker it's good to be me,1,1,entertainment
21,467,uncle kracker it's good to be me,0,1,entertainment
21,470,uncle kracker it's good to be me,1,1,entertainment
21,476,uncle kracker it's good to be me,1,0,entertainment
21,483,uncle kracker it's good to be me,1,0,entertainment
21,496,uncle kracker it's good to be me,1,1,entertainment
21,504,uncle kracker it's good to be me,1,1,entertainment
21,505,uncle kracker it's good to be me,1,1,entertainment
21,516,uncle kracker it's good to be me,1,0,entertainment
21,527,uncle kracker it's good to be me,1,1,entertainment
21,528,uncle kracker it's good to be me,1,1,entertainment
21,530,uncle kracker it's good to be me,1,1,entertainment
21,535,uncle kracker it's good to be me,1,1,entertainment
21,536,uncle kracker it's good to be me,1,1,entertainment
21,537,uncle kracker it's good to be me,1,1,entertainment
21,540,uncle kracker it's good to be me,1,1,entertainment
21,542,uncle kracker it's good to be me,1,0,entertainment
21,544,uncle kracker it's good to be me,1,0,entertainment
21,553,uncle kracker it's good to be me,1,1,entertainment
21,562,uncle kracker it's good to be me,1,1,entertainment
21,563,uncle kracker it's good to be me,1,1,entertainment
21,565,uncle kracker it's good to be me,0,1,entertainment
21,567,uncle kracker it's good to be me,0,1,entertainment
21,568,uncle kracker it's good to be me,1,1,entertainment
21,574,uncle kracker it's good to be me,1,1,entertainment
21,581,uncle kracker it's good to be me,1,1,entertainment
21,586,uncle kracker it's good to be me,1,0,entertainment
21,587,uncle kracker it's good to be me,1,1,entertainment
21,590,uncle kracker it's good to be me,0,1,entertainment
21,592,uncle kracker it's good to be me,1,1,entertainment
21,599,uncle kracker it's good to be me,1,1,entertainment
21,600,uncle kracker it's good to be me,1,1,entertainment
21,609,uncle kracker it's good to be me,0,1,entertainment
21,615,uncle kracker it's good to be me,1,1,entertainment
21,622,uncle kracker it's good to be me,1,0,entertainment
21,630,uncle kracker it's good to be me,1,1,entertainment
21,631,uncle kracker it's good to be me,1,0,entertainment
21,633,uncle kracker it's good to be me,1,1,entertainment
21,634,uncle kracker it's good to be me,1,1,entertainment
21,636,uncle kracker it's good to be me,1,1,entertainment
21,639,uncle kracker it's good to be me,1,1,entertainment
21,640,uncle kracker it's good to be me,0,1,entertainment
21,641,uncle kracker it's good to be me,1,1,entertainment
21,643,uncle kracker it's good to be me,1,1,entertainment
21,644,uncle kracker it's good to be me,0,1,entertainment
21,659,uncle kracker it's good to be me,1,1,entertainment
21,660,uncle kracker it's good to be me,0,1,entertainment
21,662,uncle kracker it's good to be me,1,0,entertainment
21,666,uncle kracker it's good to be me,0,1,entertainment
21,681,uncle kracker it's good to be me,0,1,entertainment
21,686,uncle kracker it's good to be me,1,1,entertainment
21,697,uncle kracker it's good to be me,1,1,entertainment
21,698,uncle kracker it's good to be me,1,1,entertainment
21,704,uncle kracker it's good to be me,1,1,entertainment
21,709,uncle kracker it's good to be me,1,1,entertainment
21,711,uncle kracker it's good to be me,1,1,entertainment
21,714,uncle kracker it's good to be me,1,0,entertainment
21,718,uncle kracker it's good to be me,1,1,entertainment
21,720,uncle kracker it's good to be me,1,1,entertainment
21,737,uncle kracker it's good to be me,1,1,entertainment
21,738,uncle kracker it's good to be me,1,0,entertainment
21,740,uncle kracker it's good to be me,1,1,entertainment
21,766,uncle kracker it's good to be me,1,1,entertainment
21,776,uncle kracker it's good to be me,0,1,entertainment
21,781,uncle kracker it's good to be me,1,1,entertainment
21,783,uncle kracker it's good to be me,1,1,entertainment
21,810,uncle kracker it's good to be me,0,1,entertainment
21,818,uncle kracker it's good to be me,1,1,entertainment
21,819,uncle kracker it's good to be me,1,0,entertainment
21,822,uncle kracker it's good to be me,1,0,entertainment
21,823,uncle kracker it's good to be me,1,1,entertainment
21,829,uncle kracker it's good to be me,0,1,entertainment
21,834,uncle kracker it's good to be me,0,1,entertainment
21,844,uncle kracker it's good to be me,1,1,entertainment
21,852,uncle kracker it's good to be me,1,0,entertainment
21,855,uncle kracker it's good to be me,1,1,entertainment
21,857,uncle kracker it's good to be me,1,1,entertainment
21,860,uncle kracker it's good to be me,0,1,entertainment
21,865,uncle kracker it's good to be me,1,1,entertainment
21,878,uncle kracker it's good to be me,1,1,entertainment
21,883,uncle kracker it's good to be me,1,1,entertainment
21,890,uncle kracker it's good to be me,1,1,entertainment
21,903,uncle kracker it's good to be me,1,1,entertainment
21,907,uncle kracker it's good to be me,1,0,entertainment
21,910,uncle kracker it's good to be me,1,1,entertainment
21,912,uncle kracker it's good to be me,1,1,entertainment
21,921,uncle kracker it's good to be me,1,0,entertainment
21,926,uncle kracker it's good to be me,0,1,entertainment
21,927,uncle kracker it's good to be me,0,1,entertainment
21,931,uncle kracker it's good to be me,0,1,entertainment
21,934,uncle kracker it's good to be me,0,1,entertainment
21,935,uncle kracker it's good to be me,1,1,entertainment
21,936,uncle kracker it's good to be me,1,1,entertainment
21,939,uncle kracker it's good to be me,1,1,entertainment
21,941,uncle kracker it's good to be me,1,1,entertainment
21,950,uncle kracker it's good to be me,0,1,entertainment
21,952,uncle kracker it's good to be me,1,1,entertainment
21,965,uncle kracker it's good to be me,1,1,entertainment
21,966,uncle kracker it's good to be me,1,1,entertainment
21,989,uncle kracker it's good to be me,1,0,entertainment
21,1000,uncle kracker it's good to be me,1,1,entertainment
21,1006,uncle kracker it's good to be me,1,1,entertainment
21,1012,uncle kracker it's good to be me,1,1,entertainment
21,1016,uncle kracker it's good to be me,1,1,entertainment
21,28,who plays candace on the haves and have nots,1,1,entertainment
21,31,who plays candace on the haves and have nots,1,1,entertainment
21,33,who plays candace on the haves and have nots,1,0,entertainment
21,40,who plays candace on the haves and have nots,1,1,entertainment
21,58,who plays candace on the haves and have nots,1,0,entertainment
21,93,who plays candace on the haves and have nots,1,1,entertainment
21,163,who plays candace on the haves and have nots,1,1,entertainment
21,234,who plays candace on the haves and have nots,1,1,entertainment
21,268,who plays candace on the haves and have nots,0,1,entertainment
21,301,who plays candace on the haves and have nots,0,1,entertainment
21,324,who plays candace on the haves and have nots,0,1,entertainment
21,325,who plays candace on the haves and have nots,0,1,entertainment
21,331,who plays candace on the haves and have nots,1,0,entertainment
21,357,who plays candace on the haves and have nots,0,1,entertainment
21,391,who plays candace on the haves and have nots,0,1,entertainment
21,422,who plays candace on the haves and have nots,1,0,entertainment
21,439,who plays candace on the haves and have nots,1,1,entertainment
21,446,who plays candace on the haves and have nots,0,1,entertainment
21,451,who plays candace on the haves and have nots,0,1,entertainment
21,460,who plays candace on the haves and have nots,0,1,entertainment
21,467,who plays candace on the haves and have nots,1,1,entertainment
21,484,who plays candace on the haves and have nots,1,0,entertainment
21,544,who plays candace on the haves and have nots,0,1,entertainment
21,565,who plays candace on the haves and have nots,1,0,entertainment
21,567,who plays candace on the haves and have nots,1,1,entertainment
21,568,who plays candace on the haves and have nots,1,1,entertainment
21,592,who plays candace on the haves and have nots,1,0,entertainment
21,593,who plays candace on the haves and have nots,1,1,entertainment
21,594,who plays candace on the haves and have nots,1,1,entertainment
21,615,who plays candace on the haves and have nots,1,1,entertainment
21,638,who plays candace on the haves and have nots,1,0,entertainment
21,668,who plays candace on the haves and have nots,1,1,entertainment
21,669,who plays candace on the haves and have nots,1,1,entertainment
21,681,who plays candace on the haves and have nots,0,1,entertainment
21,699,who plays candace on the haves and have nots,0,1,entertainment
21,722,who plays candace on the haves and have nots,0,1,entertainment
21,731,who plays candace on the haves and have nots,1,1,entertainment
21,746,who plays candace on the haves and have nots,0,1,entertainment
21,757,who plays candace on the haves and have nots,0,1,entertainment
21,766,who plays candace on the haves and have nots,0,1,entertainment
21,778,who plays candace on the haves and have nots,0,1,entertainment
21,809,who plays candace on the haves and have nots,0,1,entertainment
21,837,who plays candace on the haves and have nots,0,1,entertainment
21,859,who plays candace on the haves and have nots,1,0,entertainment
21,870,who plays candace on the haves and have nots,1,1,entertainment
21,905,who plays candace on the haves and have nots,1,1,entertainment
21,920,who plays candace on the haves and have nots,1,1,entertainment
21,933,who plays candace on the haves and have nots,0,1,entertainment
21,940,who plays candace on the haves and have nots,0,1,entertainment
21,973,who plays candace on the haves and have nots,1,1,entertainment
21,1023,who plays candace on the haves and have nots,1,1,entertainment
21,349,who played rocky's son in the rocky movies,0,1,entertainment
21,446,who played rocky's son in the rocky movies,1,1,entertainment
21,478,who played rocky's son in the rocky movies,0,1,entertainment
21,502,who played rocky's son in the rocky movies,0,1,entertainment
21,544,who played rocky's son in the rocky movies,1,0,entertainment
21,593,who played rocky's son in the rocky movies,0,1,entertainment
21,627,who played rocky's son in the rocky movies,1,1,entertainment
21,658,who played rocky's son in the rocky movies,0,1,entertainment
21,696,who played rocky's son in the rocky movies,0,1,entertainment
21,900,who played rocky's son in the rocky movies,1,1,entertainment
21,932,who played rocky's son in the rocky movies,0,1,entertainment
21,33,where did spock's hand sign come from,0,1,entertainment
21,263,where did spock's hand sign come from,1,0,entertainment
21,499,where can oxygen be found in the world,0,1,science
21,771,where does 13 reasons why take place netflix,0,1,entertainment
21,82,when did the granite mountain hotshots get certified,0,1,entertainment
21,369,when did the granite mountain hotshots get certified,1,1,entertainment
21,405,when did the granite mountain hotshots get certified,1,1,entertainment
21,505,when did the granite mountain hotshots get certified,1,0,entertainment
21,712,when did the granite mountain hotshots get certified,1,1,entertainment
21,788,when did the granite mountain hotshots get certified,1,1,entertainment
21,923,when did the granite mountain hotshots get certified,1,1,entertainment
21,935,when did the granite mountain hotshots get certified,1,1,entertainment
21,395,who said i'll gladly pay you tuesday,1,1,business
21,16,where does cleavage of the peptide bond by chymotrypsin occur,0,1,science
21,74,where does cleavage of the peptide bond by chymotrypsin occur,1,1,science
21,93,where does cleavage of the peptide bond by chymotrypsin occur,1,0,science
21,121,where does cleavage of the peptide bond by chymotrypsin occur,1,1,science
21,127,where does cleavage of the peptide bond by chymotrypsin occur,1,1,science
21,142,where does cleavage of the peptide bond by chymotrypsin occur,1,0,science
21,174,where does cleavage of the peptide bond by chymotrypsin occur,1,1,science
21,242,where does cleavage of the peptide bond by chymotrypsin occur,1,0,science
21,272,where does cleavage of the peptide bond by chymotrypsin occur,0,1,science
21,274,where does cleavage of the peptide bond by chymotrypsin occur,1,1,science
21,276,where does cleavage of the peptide bond by chymotrypsin occur,1,0,science
21,279,where does cleavage of the peptide bond by chymotrypsin occur,1,0,science
21,287,where does cleavage of the peptide bond by chymotrypsin occur,1,0,science
21,292,where does cleavage of the peptide bond by chymotrypsin occur,1,1,science
21,314,where does cleavage of the peptide bond by chymotrypsin occur,1,1,science
21,316,where does cleavage of the peptide bond by chymotrypsin occur,0,1,science
21,338,where does cleavage of the peptide bond by chymotrypsin occur,0,1,science
21,357,where does cleavage of the peptide bond by chymotrypsin occur,1,1,science
21,390,where does cleavage of the peptide bond by chymotrypsin occur,1,0,science
21,395,where does cleavage of the peptide bond by chymotrypsin occur,1,1,science
21,397,where does cleavage of the peptide bond by chymotrypsin occur,1,1,science
21,450,where does cleavage of the peptide bond by chymotrypsin occur,0,1,science
21,455,where does cleavage of the peptide bond by chymotrypsin occur,1,0,science
21,470,where does cleavage of the peptide bond by chymotrypsin occur,1,1,science
21,502,where does cleavage of the peptide bond by chymotrypsin occur,1,1,science
21,533,where does cleavage of the peptide bond by chymotrypsin occur,0,1,science
21,543,where does cleavage of the peptide bond by chymotrypsin occur,0,1,science
21,598,where does cleavage of the peptide bond by chymotrypsin occur,1,1,science
21,600,where does cleavage of the peptide bond by chymotrypsin occur,0,1,science
21,615,where does cleavage of the peptide bond by chymotrypsin occur,1,1,science
21,645,where does cleavage of the peptide bond by chymotrypsin occur,1,1,science
21,667,where does cleavage of the peptide bond by chymotrypsin occur,1,1,science
21,670,where does cleavage of the peptide bond by chymotrypsin occur,1,1,science
21,771,where does cleavage of the peptide bond by chymotrypsin occur,1,0,science
21,837,where does cleavage of the peptide bond by chymotrypsin occur,0,1,science
21,845,where does cleavage of the peptide bond by chymotrypsin occur,1,1,science
21,876,where does cleavage of the peptide bond by chymotrypsin occur,0,1,science
21,930,where does cleavage of the peptide bond by chymotrypsin occur,1,1,science
21,947,where does cleavage of the peptide bond by chymotrypsin occur,1,1,science
21,983,where does cleavage of the peptide bond by chymotrypsin occur,1,1,science
21,502,the casualty projections for an invasion of the japanese home islands,1,1,science
21,61,where is turkey commodity largely produced in our country,1,1,science
21,383,where is turkey commodity largely produced in our country,1,1,science
21,499,where is turkey commodity largely produced in our country,0,1,science
21,553,where is turkey commodity largely produced in our country,1,1,science
21,63,how many seasons of goliath are there on amazon,1,1,entertainment
21,75,how many seasons of goliath are there on amazon,0,1,entertainment
21,117,how many seasons of goliath are there on amazon,1,1,entertainment
21,133,how many seasons of goliath are there on amazon,1,1,entertainment
21,282,how many seasons of goliath are there on amazon,1,1,entertainment
21,326,how many seasons of goliath are there on amazon,0,1,entertainment
21,338,how many seasons of goliath are there on amazon,1,1,entertainment
21,346,how many seasons of goliath are there on amazon,1,1,entertainment
21,361,how many seasons of goliath are there on amazon,1,1,entertainment
21,378,how many seasons of goliath are there on amazon,1,1,entertainment
21,421,how many seasons of goliath are there on amazon,1,1,entertainment
21,441,how many seasons of goliath are there on amazon,0,1,entertainment
21,499,how many seasons of goliath are there on amazon,0,1,entertainment
21,506,how many seasons of goliath are there on amazon,1,1,entertainment
21,529,how many seasons of goliath are there on amazon,0,1,entertainment
21,538,how many seasons of goliath are there on amazon,1,0,entertainment
21,561,how many seasons of goliath are there on amazon,1,1,entertainment
21,578,how many seasons of goliath are there on amazon,0,1,entertainment
21,607,how many seasons of goliath are there on amazon,0,1,entertainment
21,614,how many seasons of goliath are there on amazon,1,1,entertainment
21,648,how many seasons of goliath are there on amazon,1,1,entertainment
21,658,how many seasons of goliath are there on amazon,1,1,entertainment
21,715,how many seasons of goliath are there on amazon,1,1,entertainment
21,744,how many seasons of goliath are there on amazon,0,1,entertainment
21,764,how many seasons of goliath are there on amazon,0,1,entertainment
21,780,how many seasons of goliath are there on amazon,0,1,entertainment
21,827,how many seasons of goliath are there on amazon,1,1,entertainment
21,872,how many seasons of goliath are there on amazon,1,1,entertainment
21,912,how many seasons of goliath are there on amazon,1,1,entertainment
21,947,how many seasons of goliath are there on amazon,1,1,entertainment
21,964,how many seasons of goliath are there on amazon,1,1,entertainment
21,1008,how many seasons of goliath are there on amazon,1,1,entertainment
21,13,what factors contributed to allied success in africa and italy during the second world war,1,0,science
21,14,what factors contributed to allied success in africa and italy during the second world war,1,1,science
21,141,what factors contributed to allied success in africa and italy during the second world war,1,0,science
21,150,what factors contributed to allied success in africa and italy during the second world war,1,1,science
21,259,what factors contributed to allied success in africa and italy during the second world war,1,1,science
21,261,what factors contributed to allied success in africa and italy during the second world war,1,1,science
21,287,what factors contributed to allied success in africa and italy during the second world war,1,1,science
21,306,what factors contributed to allied success in africa and italy during the second world war,1,0,science
21,308,what factors contributed to allied success in africa and italy during the second world war,1,1,science
21,334,what factors contributed to allied success in africa and italy during the second world war,1,1,science
21,344,what factors contributed to allied success in africa and italy during the second world war,0,1,science
21,486,what factors contributed to allied success in africa and italy during the second world war,0,1,science
21,572,what factors contributed to allied success in africa and italy during the second world war,1,0,science
21,589,what factors contributed to allied success in africa and italy during the second world war,0,1,science
21,797,what factors contributed to allied success in africa and italy during the second world war,1,0,science
21,807,what factors contributed to allied success in africa and italy during the second world war,1,1,science
21,859,what factors contributed to allied success in africa and italy during the second world war,1,0,science
21,3,converting stereo signal to mono signal is called,1,1,science
21,18,converting stereo signal to mono signal is called,1,1,science
21,60,converting stereo signal to mono signal is called,1,1,science
21,79,converting stereo signal to mono signal is called,0,1,science
21,85,converting stereo signal to mono signal is called,1,1,science
21,99,converting stereo signal to mono signal is called,1,1,science
21,106,converting stereo signal to mono signal is called,1,1,science
21,108,converting stereo signal to mono signal is called,1,1,science
21,178,converting stereo signal to mono signal is called,1,1,science
21,182,converting stereo signal to mono signal is called,1,1,science
21,187,converting stereo signal to mono signal is called,0,1,science
21,197,converting stereo signal to mono signal is called,1,1,science
21,204,converting stereo signal to mono signal is called,0,1,science
21,209,converting stereo signal to mono signal is called,0,1,science
21,235,converting stereo signal to mono signal is called,1,1,science
21,238,converting stereo signal to mono signal is called,1,1,science
21,244,converting stereo signal to mono signal is called,1,1,science
21,263,converting stereo signal to mono signal is called,1,1,science
21,273,converting stereo signal to mono signal is called,1,1,science
21,283,converting stereo signal to mono signal is called,1,1,science
21,293,converting stereo signal to mono signal is called,1,1,science
21,309,converting stereo signal to mono signal is called,1,1,science
21,324,converting stereo signal to mono signal is called,0,1,science
21,350,converting stereo signal to mono signal is called,1,1,science
21,356,converting stereo signal to mono signal is called,1,1,science
21,363,converting stereo signal to mono signal is called,1,1,science
21,389,converting stereo signal to mono signal is called,1,1,science
21,398,converting stereo signal to mono signal is called,1,1,science
21,414,converting stereo signal to mono signal is called,1,1,science
21,431,converting stereo signal to mono signal is called,1,1,science
21,437,converting stereo signal to mono signal is called,1,1,science
21,443,converting stereo signal to mono signal is called,0,1,science
21,458,converting stereo signal to mono signal is called,1,1,science
21,486,converting stereo signal to mono signal is called,0,1,science
21,507,converting stereo signal to mono signal is called,1,0,science
21,525,converting stereo signal to mono signal is called,1,1,science
21,550,converting stereo signal to mono signal is called,1,0,science
21,568,converting stereo signal to mono signal is called,0,1,science
21,599,converting stereo signal to mono signal is called,0,1,science
21,601,converting stereo signal to mono signal is called,1,1,science
21,603,converting stereo signal to mono signal is called,0,1,science
21,605,converting stereo signal to mono signal is called,1,1,science
21,679,converting stereo signal to mono signal is called,0,1,science
21,689,converting stereo signal to mono signal is called,1,1,science
21,691,converting stereo signal to mono signal is called,0,1,science
21,721,converting stereo signal to mono signal is called,1,1,science
21,730,converting stereo signal to mono signal is called,1,1,science
21,733,converting stereo signal to mono signal is called,1,1,science
21,741,converting stereo signal to mono signal is called,1,1,science
21,748,converting stereo signal to mono signal is called,1,1,science
21,761,converting stereo signal to mono signal is called,1,1,science
21,763,converting stereo signal to mono signal is called,0,1,science
21,767,converting stereo signal to mono signal is called,1,1,science
21,785,converting stereo signal to mono signal is called,0,1,science
21,792,converting stereo signal to mono signal is called,1,1,science
21,796,converting stereo signal to mono signal is called,1,1,science
21,826,converting stereo signal to mono signal is called,1,1,science
21,827,converting stereo signal to mono signal is called,1,1,science
21,845,converting stereo signal to mono signal is called,1,1,science
21,847,converting stereo signal to mono signal is called,1,1,science
21,883,converting stereo signal to mono signal is called,1,1,science
21,924,converting stereo signal to mono signal is called,1,1,science
21,927,converting stereo signal to mono signal is called,1,1,science
21,929,converting stereo signal to mono signal is called,1,1,science
21,933,converting stereo signal to mono signal is called,0,1,science
21,966,converting stereo signal to mono signal is called,1,0,science
21,984,converting stereo signal to mono signal is called,1,1,science
21,996,converting stereo signal to mono signal is called,1,1,science
21,1023,converting stereo signal to mono signal is called,1,1,science
21,38,coldplay song i will try to fix you,1,1,entertainment
21,49,coldplay song i will try to fix you,1,0,entertainment
21,59,coldplay song i will try to fix you,1,1,entertainment
21,71,coldplay song i will try to fix you,0,1,entertainment
21,75,coldplay song i will try to fix you,0,1,entertainment
21,78,coldplay song i will try to fix you,1,1,entertainment
21,113,coldplay song i will try to fix you,1,1,entertainment
21,121,coldplay song i will try to fix you,0,1,entertainment
21,150,coldplay song i will try to fix you,1,1,entertainment
21,165,coldplay song i will try to fix you,0,1,entertainment
21,177,coldplay song i will try to fix you,1,1,entertainment
21,191,coldplay song i will try to fix you,1,1,entertainment
21,195,coldplay song i will try to fix you,1,1,entertainment
21,222,coldplay song i will try to fix you,1,1,entertainment
21,230,coldplay song i will try to fix you,1,1,entertainment
21,297,coldplay song i will try to fix you,1,1,entertainment
21,300,coldplay song i will try to fix you,0,1,entertainment
21,316,coldplay song i will try to fix you,0,1,entertainment
21,344,coldplay song i will try to fix you,1,0,entertainment
21,383,coldplay song i will try to fix you,1,0,entertainment
